xRel,yRel,D,WD,H
1.3,4.7,11.4591559026165,0.642510139437562,12
2.65,4.3,11.6183108457084,0.5796,16
4.2,6.9,83.8746550094289,0.5912,40
5.9,4.7,14.9605646506382,0.568211290322581,18
6.4,4.1,36.7647918542278,0.529666666666667,27
13.5,2.3,13.5281701628111,0.409,20
15.4,1.9,17.8253536262923,0.31,24
15.9,0.7,17.8253536262923,0.88,21
15.2,6.2,15.9154943091895,0.529666666666667,22
19.4,7.9,17.8253536262923,0.5796,24
17.5,19.5,11.7774657888003,0.578086944444444,18
15.6,18.4,16.3929591384652,0.393621212121212,19
9.8,19.2,11.4591559026165,0.609456770833333,14
9.5,18.1,20.5309876588545,0.6815,23
11.7,14.5,16.5521140815571,0.578086944444444,20
9.1,13.8,11.4591559026165,0.578086944444444,18
6.4,11.2,11.1408460164327,0.819962424242424,15
4.7,16,31.0352139029196,0.642510139437562,28
4,16,11.4591559026165,0.793401515151515,18
6.3,16.5,13.687325105903,0.578086944444444,23
6.2,17.5,28.3295798703574,0.5912,27
0.85,23,29.2845095289087,0.8,26
2.3,24.2,11.1408460164327,0.642510139437562,13
1.7,27.2,54.1126806512444,0.642510139437562,33
0.35,29.4,11.7774657888003,0.656777272727273,8
1.9,34.6,10.1859163578813,0.814828571428572,11
0.5,38.9,11.7774657888003,0.458531818181818,15
0,37,14.6422547644544,0.539081638418079,16
2.9,31.9,25.1464810085195,0.5912,26
2.9,29,10.9816910733408,0.8,12
6.1,28.5,16.2338041953733,0.642510139437562,18
6.5,23.9,11.9366207318922,0.851,21
10.3,23.6,26.1014106670708,0.848593137254902,22
13.1,23.9,12.7323954473516,0.642510139437562,13
9.9,28.9,18.4619733986599,0.642510139437562,20
10.7,34.7,12.8915503904435,0.644092948717949,13
14.3,27.6,25.6239458377952,0.65,23
16,26,14.4830998213625,0.468710884353741,8
19.3,21.1,21.1676074312221,0.642510139437562,23
19.8,24.7,15.278874536822,0.524666666666667,18
16.6,29.2,47.7464829275686,0.404821666666667,34
16.6,30.7,10.0267614147894,0.836,11
17.1,31,76.3943726841098,0.642510139437562,37
18.6,30,43.9267642933631,0.665168724279836,32
18.6,32.2,21.0084524881302,0.578086944444444,24
9.9,39.8,21.6450722604978,0.5796,25
9.9,42.3,11.3000009595246,0.642510139437562,17
0.5,42.8,38.3563412851468,0.88,30
1,42.5,16.3929591384652,0.644092948717949,18
2,44.7,11.7774657888003,0.802,13
0,47.4,15.4380294799138,0.644092948717949,17
4.2,50.2,22.759156862141,0.572,17
4.3,50.4,15.278874536822,0.6625,17
7.6,47,10.3450713009732,0.86,6
11,44.3,14.9605646506382,0.642510139437562,19
12.3,45.6,25.4647908947033,0.5796,26
11.6,49,20.3718327157626,0.6815,24
19.2,46.5,10.5042262440651,0.642510139437562,15
17,48.1,19.735212943395,0.548333333333333,22
19.3,51,10.663381187157,0.57,14
18.1,56,10.0267614147894,0.642510139437562,12
19,59.2,29.1253545858168,0.642510139437562,24
15.4,57.3,10.5042262440651,0.642510139437562,14
14.9,58.1,11.4591559026165,0.642510139437562,16
13,57.8,42.9718346348117,0.76,30
10.2,57,10.5042262440651,0.86,13
9.6,54.7,14.9605646506382,0.642510139437562,16
6.8,54.1,19.8943678864869,0.642510139437562,25
6.4,59.3,10.8225361302489,0.578086944444444,11
7.1,59.6,10.1859163578813,0.5796,16
8.3,59.9,31.3535237891034,0.642510139437562,31
1.3,60.8,32.4676083907467,0.5796,33
1.1,60.8,15.7563393660976,0.642510139437562,16
1.3,64.8,13.0507053335354,0.568211290322581,22
6.1,67,21.6450722604978,0.568211290322581,26
6.4,66.5,12.7323954473516,0.5796,27
9.4,66.2,20.6901426019464,0.642510139437562,21
8.5,60.7,15.278874536822,0.578086944444444,20
10.9,62.5,18.1436635124761,0.642510139437562,21
13.2,63.5,11.6183108457084,0.642510139437562,21
14.4,62.4,28.966199642725,0.694512820512821,26
15.3,63,27.0563403256222,0.31,33
15.3,64.1,45.2000038380983,0.76,32
15.3,63,14.3239448782706,0.508,6
18.3,61,29.9211293012763,0.576692307692308,33
19.9,61.7,10.1859163578813,0.7646,12
15.3,67.2,10.1859163578813,0.750488913690476,18
17.5,68.2,10.9816910733408,0.88,17.5
19.6,70.5,11.9366207318922,0.534375,19
19.6,77.6,36.446481968044,0.578086944444444,31
13.4,71.6,27.374650211806,0.591037654320988,29
10.7,75.3,24.8281711223357,0.5638125,31
9,77.7,21.9633821466816,0.8,21
8.8,77.4,70.028174960434,0.5912,41
6.2,74.4,24.9873260654276,0.393621212121212,27
4.4,73,26.8971853825303,0.568211290322581,23
3,70.2,75.4394430255584,0.642510139437562,32
1.8,71.2,11.4591559026165,0.640125,14
4.3,77.6,18.1436635124761,0.88,23
4.3,77.4,13.3690152197192,0.409,26
3.1,77.4,39.3112709436982,0.642510139437562,29
9.2,79,10.1859163578813,0.578086944444444,18
1.7,81.1,19.0985931710274,0.8,21.5
0.5,83,28.4887348134493,0.393621212121212,23
0.5,89.1,13.0507053335354,0.578086944444444,17
5.8,87.7,21.0084524881302,0.642510139437562,22
6.4,88,13.3690152197192,0.642510139437562,19
8.1,85.2,26.5788754963465,0.579127777777778,22
10.5,85.3,10.5042262440651,0.642510139437562,11
10.6,83.4,25.6239458377952,0.5796,18
14.8,84.6,16.2338041953733,0.642510139437562,20.5
17.9,85.2,17.1887338539247,0.539081638418079,23
18.8,87.3,11.1408460164327,0.687841171749599,15
19.5,91,11.1408460164327,0.393621212121212,17
19.4,92.2,15.278874536822,0.644092948717949,16
19.4,92.5,13.8464800489949,0.836,21
17.5,95.6,18.1436635124761,0.6815,22
16,94.2,41.3802852038928,0.609456770833333,23
16,98.6,14.4830998213625,0.642510139437562,17
13.2,99.1,85.9436692696235,0.5912,54
12.2,98.3,19.8943678864869,0.648677083333333,25
12.2,100,15.278874536822,0.802,10
9.2,96.1,31.3535237891034,0.642510139437562,27
6.6,95.6,13.5281701628111,0.642510139437562,21
2.7,95.4,21.326762374314,0.750488913690476,22
3,96.9,13.2098602766273,0.572,15
2.1,98.4,10.8225361302489,0.7646,8
3.4,99.5,10.8225361302489,0.534375,10
0,97.5,19.0985931710274,0.32,25
21,3.7,13.2098602766273,0.640125,14
23.2,3.1,34.3774677078494,0.393621212121212,26
26.3,2.8,10.0267614147894,0.5912,14
28.3,5,44.5633840657307,0.644857142857143,33
31,3.4,43.2901445209955,0.5796,38
31,3.4,10.663381187157,0.642510139437562,14.0662679686493
32.7,2.1,15.7563393660976,0.642510139437562,20
31.9,7.1,15.9154943091895,0.5796,24
36.1,4.3,20.2126777726707,0.642510139437562,24
36.3,4.1,12.2549306180759,0.642510139437562,15.6177340062071
40,8.7,14.4830998213625,0.8,17
40,10.5,29.9211293012763,0.254761111111111,25
36.5,11.4,22.759156862141,0.5796,28
33.9,14.2,10.9816910733408,0.642510139437562,13
39.2,16,13.0507053335354,0.642510139437562,19
31.6,15.1,22.4408469759572,0.458531818181818,23
29.7,13.9,70.028174960434,0.642510139437562,27
28.5,15.3,14.1647899351787,0.524666666666667,16
26.6,14.9,26.4197205532546,0.404821666666667,26
25.6,13.8,16.5521140815571,0.393621212121212,20
25.5,13.6,29.1253545858168,0.5796,33
23.4,12.2,36.9239467973197,0.642510139437562,29
21.4,11.7,17.5070437401085,0.6815,16
20.1,14.7,21.0084524881302,0.578086944444444,24
23.8,19.4,17.9845085693842,0.642510139437562,18
20.6,21.5,35.3323973664008,0.404821666666667,28
24.2,25.1,36.9239467973197,0.542470421245421,28.5
22.1,26.6,28.8070446996331,0.640125,18
30.6,20.5,19.8943678864869,0.825263020833333,15
38.4,24.6,70.028174960434,0.578086944444444,22
36.6,31,57.2957795130823,0.497,39
36.2,30.5,24.5098612361519,0.568211290322581,25
36.2,32.6,22.2816920328654,0.5796,30
35.4,32.1,18.1436635124761,0.576125,22
39.6,31.5,15.278874536822,0.825263020833333,19
39.5,36,23.2366216914167,0.84,21
37,36.6,12.5732405042597,0.642510139437562,21
36.7,38.5,19.0985931710274,0.925,24
35.4,38,11.4591559026165,0.642510139437562,16
29.7,34.8,17.1887338539247,0.539081638418079,21
31.4,32.2,15.278874536822,0.661833333333333,17
27,34.5,11.7774657888003,0.642510139437562,18
23.1,35.3,12.4140855611678,0.617740728715729,17
20,34.7,14.1647899351787,0.642510139437562,16
23,37.2,11.1408460164327,0.642510139437562,18
24,39.6,20.0535228295788,0.695,17
29.2,39.2,29.2845095289087,0.31,31.5
24,44,24.9873260654276,0.568211290322581,19
22.5,48.5,11.1408460164327,0.98,9
29.8,43.7,11.4591559026165,0.578086944444444,15
31.5,41.6,35.014087480217,0.697589743589744,30
33.8,41.3,12.5732405042597,0.819962424242424,16
35.3,42.9,14.0056349920868,0.645,14
35.9,45.3,10.5042262440651,0.4862,15
38.8,48.3,22.9183118052329,0.576692307692308,23
39.2,49,35.014087480217,0.88,31
38.9,51.3,10.663381187157,0.716,13
39.5,53.7,21.326762374314,0.642510139437562,24
36.5,54.5,12.8915503904435,0.578086944444444,16.5
39.5,59.1,14.4830998213625,0.6815,15
35.3,59.3,13.0507053335354,0.508,9
28.8,54,43.9267642933631,0.466666666666667,33
31.2,52.3,19.0985931710274,0.642510139437562,26
28.6,52.8,17.5070437401085,0.642510139437562,19
28.6,54.3,12.4140855611678,0.5796,20
24.6,54.9,10.1859163578813,0.642510139437562,12.5
24.6,55.7,159.154943091895,0.921363636363636,40
21.6,54.9,16.5521140815571,0.642510139437562,19.3521612308957
20.4,61.1,16.3929591384652,0.750488913690476,24
22.4,64.1,13.2098602766273,0.5638125,21
22.4,64.2,11.7774657888003,0.470125,15
24.1,62.4,17.0295789108328,0.79817,21
25.8,61,33.1042281631142,0.633128571428571,30
29.6,60,13.0507053335354,0.762833333333333,19
33.2,63.7,10.663381187157,0.576125,14
36.6,61.7,17.5070437401085,0.691,15
38.3,61.7,51.725356504866,0.82825,32
39.4,61.2,11.7774657888003,0.64675625,17
35.5,67,21.8042272035897,0.572,15
35.2,68.1,34.5366226509413,0.393621212121212,27
35.6,69.3,12.7323954473516,0.642510139437562,15
38.8,71,12.095775674984,0.404821666666667,30
39.1,77.6,15.9154943091895,0.716,18
38.5,78.2,13.687325105903,0.88,14
35.7,76.4,24.6690161792438,0.64675625,28
34.1,77.6,13.2098602766273,0.742333333333333,16
33.6,74.6,21.9633821466816,0.642510139437562,26
32.9,75,16.8704239677409,0.8,18
32.8,72.6,11.9366207318922,0.642510139437562,14
27.9,70.5,10.1859163578813,0.642510139437562,13.5809369608991
27.3,70,18.4619733986599,0.576692307692308,18
25.2,68.5,29.2845095289087,0.849666666666667,28
22.8,69.1,20.0535228295788,0.539081638418079,28
20.2,73.8,12.8915503904435,0.642510139437562,18
21.7,75,81.6464858061423,0.5912,44
23.7,75.2,48.0647928137524,0.511571428571429,24
27.8,80.4,18.9394382279355,0.6815,26
39.1,85,20.6901426019464,0.665168724279836,18
38.4,87.3,13.5281701628111,0.88,22
37,90.2,13.687325105903,0.578086944444444,21
38,91.3,22.9183118052329,0.642510139437562,28
33.8,91,54.1126806512444,0.5796,41
33.1,88.3,32.3084534476548,0.72,26
30.9,87,14.4830998213625,0.88,20
27,91.6,44.5633840657307,0.572,26
24.6,88.8,10.8225361302489,0.642510139437562,15
23,97.3,14.0056349920868,0.642510139437562,19
26,95.4,14.9605646506382,0.88,20
28.3,95.5,13.2098602766273,0.568211290322581,18
28,98.1,34.3774677078494,0.642510139437562,30
37.5,98.8,28.3295798703574,0.742333333333333,26
36.4,98.8,76.3943726841098,0.642510139437562,49
39.5,99,60.4788783749202,0.642510139437562,44
42.5,1.9,45.677468667374,0.88,35
42.9,0.8,52.8394411065093,0.642510139437562,35
42.9,3.2,14.6422547644544,0.642510139437562,22
43.5,3.2,10.5042262440651,0.642510139437562,16
42.2,5.4,23.3957766345086,0.849666666666667,26
48,0.8,14.4830998213625,0.716,14.5
49,8.8,22.9183118052329,0.470125,31
52.8,9.2,21.8042272035897,0.644092948717949,21
54.3,1,52.3619762772336,0.642510139437562,38
55,1.4,22.4408469759572,0.642510139437562,27
56,3.4,13.2098602766273,0.5912,21
59.1,3,41.5394401469847,0.88,30
57.7,7.7,26.4197205532546,0.644092948717949,25
55.7,10.6,11.0771840391959,0.524666666666667,10
54.9,12,10.5042262440651,0.414333333333333,17
55.1,13.9,29.9211293012763,0.642510139437562,27
55.1,19.8,14.4830998213625,0.578086944444444,24
54,16.3,24.8281711223357,0.72,24
48.8,14.8,20.0535228295788,0.578086944444444,25
48.78,14.8,30.398594130552,0.814828571428572,25
48.6,13,12.095775674984,0.7646,26
42,19,17.3478887970166,0.568211290322581,15
46,20,11.4591559026165,0.642510139437562,13
46.1,22.5,15.1197195937301,0.642510139437562,21
48.8,22.5,12.095775674984,0.642510139437562,16
54,27.7,38.3563412851468,0.5212,26
55,24.4,16.5521140815571,0.578086944444444,23
56.9,23.2,16.711269024649,0.578086944444444,25
58.5,28.7,15.1197195937301,0.529666666666667,19
57.2,39.9,41.3802852038928,0.8705,28
54.9,40,79.5774715459477,0.653571428571429,33
51.6,38.8,16.2338041953733,0.57,19
49.9,38.8,27.374650211806,0.568211290322581,22
49.6,31.5,26.8971853825303,0.793625,22
44,32.2,34.6957775940332,0.5796,29
43.6,29,45.2000038380983,0.642510139437562,27
42.6,29,11.7774657888003,0.642510139437562,17
42.3,35.8,15.278874536822,0.642510139437562,14.5
45,41,10.0267614147894,0.700038095238095,14
47.3,42.3,11.1408460164327,0.814828571428572,17
47.9,43.7,18.4619733986599,0.568211290322581,19
45.8,45.7,11.3000009595246,0.642510139437562,14.6988323493676
44.5,46.2,48.2239477568443,0.470125,32
44,47,14.1647899351787,0.642510139437562,20
43.2,48,11.4591559026165,0.5796,18.5
43.8,48.4,20.0535228295788,0.8,21
49,50,15.4380294799138,0.508,11
55,48.8,30.398594130552,0.642510139437562,21
57,48,10.5042262440651,0.534375,18
57.2,43,14.3239448782706,0.508,10
43,60,18.1436635124761,0.642510139437562,16.5
58,49.2,14.6422547644544,0.814828571428572,14
59,56.5,15.5971844230057,0.802,15.5
49,58.9,15.5971844230057,0.513125,10.5
44.3,57.7,22.1225370897735,0.393621212121212,22
40.6,58.2,10.3450713009732,0.524666666666667,13
42,54.1,49.3380323584876,0.642510139437562,32
45.4,63.4,12.4140855611678,0.568211290322581,15
45.2,63.5,17.1887338539247,0.786714285714286,11
43,77,49.6563422446713,0.88,35
43.5,79,92.3098669932993,0.5912,42
45.8,77.3,11.7774657888003,0.508,36
50.3,67,15.9154943091895,0.5912,11
58.1,67.6,12.4140855611678,0.642510139437562,17
58.2,64.7,12.5732405042597,0.852083333333333,12
56.4,72.1,15.5971844230057,0.872933333333333,18
58.4,76.4,17.1887338539247,0.642510139437562,16.5
50.5,74.3,34.6957775940332,0.642510139437562,35
50.1,74.3,11.9366207318922,0.508,8
48.9,74.3,17.8253536262923,0.642510139437562,20.3458451424231
48.9,75,69.5507101311583,0.5912,36
52.5,79,19.735212943395,0.668357908163265,24
53.3,79.6,20.6901426019464,0.716,18
47.8,80.9,15.278874536822,0.88,16
47.6,81.7,22.2816920328654,0.451142857142857,14
48.3,82.3,11.3000009595246,0.576692307692308,17
50.8,82.3,30.7169040167358,0.5912,20
53.9,83.8,12.2549306180759,0.814828571428572,16
58.2,89,13.8464800489949,0.742333333333333,16
54.8,93,11.4591559026165,0.656777272727273,12.5
53.5,93.7,18.9394382279355,0.393621212121212,19
56.5,98.2,21.8997201694448,0.825263020833333,21.5
51.5,90.9,103.928177839008,0.511571428571429,47
51.5,82.6,21.1676074312221,0.5912,21
51.5,92.6,12.5732405042597,0.642510139437562,15.9163306464795
48,92.6,29.2845095289087,0.697589743589744,30
47.2,85.3,62.8662025212987,0.5796,45
41,89.3,12.5732405042597,0.833068181818182,19
43.2,93.4,10.1859163578813,0.668357908163265,12
44.5,93.1,27.2154952687141,0.697589743589744,31
44.6,94.8,14.9605646506382,0.742333333333333,19
47,98.5,27.0563403256222,0.88,28
61,2.8,10.5042262440651,0.88,14.5
62.7,5.4,28.6478897565412,0.57,27
63,6.5,65.5718365538609,0.687841171749599,35
61.6,8,13.3690152197192,0.852083333333333,17.5
65.4,8,26.2605656101627,0.642510139437562,27
68,9.3,63.6619772367581,0.644857142857143,41
68,6.5,15.5971844230057,0.694512820512821,15
70.1,3.7,24.35070629306,0.750488913690476,16
74.4,6.9,21.0084524881302,0.576692307692308,18
76.1,5.9,25.7831007808871,0.642510139437562,20
76.1,8.8,23.8732414637843,0.5575,22
78,13.8,12.2549306180759,0.57,11
73.8,11.7,35.014087480217,0.76,11
72.2,15.8,10.0267614147894,0.642510139437562,15
74.5,19,10.0267614147894,0.700038095238095,13
69.9,14.5,13.8464800489949,0.524666666666667,8
67.7,13.7,12.095775674984,0.642510139437562,14
64.4,16.6,12.7323954473516,0.642510139437562,22
65.4,16.6,30.8760589598277,0.630625,21
66.3,18.1,50.2929620170389,0.76,21
62.2,14,12.7323954473516,0.642510139437562,16
66.2,23.4,31.1943688460115,0.5796,27
67.7,22.5,25.6239458377952,0.458531818181818,25
68.3,23.4,40.7436654315252,0.802,30
76,22.2,16.0746492522814,0.6815,20
71.5,25.7,13.8464800489949,0.6405,13
69.6,27,11.6183108457084,0.32,18
67.9,26.5,20.6901426019464,0.852083333333333,15
66.6,28.6,11.4591559026165,0.5796,18
65.8,27.3,14.8014097075463,0.393621212121212,21
65.2,29,15.1197195937301,0.578086944444444,21
66.1,29.3,23.2366216914167,0.642510139437562,20
61.7,30.2,11.1408460164327,0.578086944444444,19.5
60.3,29.1,14.3239448782706,0.716,7.5
63.8,32.6,11.6183108457084,0.668357908163265,15
62,36,26.2605656101627,0.414333333333333,23
62,36,14.1647899351787,0.642510139437562,17
68.3,38,14.6422547644544,0.5796,18
68.3,35.1,21.0084524881302,0.716,20
68.1,34.6,42.653524748628,0.642510139437562,32
71.5,35.6,29.2845095289087,0.687841171749599,26
73.2,32,19.2577481141193,0.642510139437562,18
78.1,30.4,70.028174960434,0.570770833333333,36
78.7,30.4,35.014087480217,0.57,30
78.4,26.6,22.9183118052329,0.814828571428572,24
79,39,13.0507053335354,0.716,12
78.6,38.9,27.0563403256222,0.642510139437562,27
78.5,38.6,13.3690152197192,0.642510139437562,14
67.1,40.6,13.7828180717581,0.508,9
61.8,41,38.8338061144225,0.642510139437562,24
74.4,42.1,50.9295817894065,0.642510139437562,34
64.1,45.4,11.1408460164327,0.6405,12
60.1,52.7,15.9154943091895,0.656777272727273,15.5
66,55.8,11.4591559026165,0.32,13
69.4,54.5,21.6450722604978,0.64675625,28
65.9,58.9,12.095775674984,0.642510139437562,17
70.6,58.6,62.2295827489311,0.872933333333333,36
72.3,59.7,20.6901426019464,0.578086944444444,23
73.8,54.6,57.2957795130823,0.656777272727273,47
74.1,50.9,10.5042262440651,0.642510139437562,12
77.7,49.5,12.2549306180759,0.642510139437562,16
78.7,48.7,35.6507072525846,0.466666666666667,32
76.7,57.1,46.7915532690172,0.695,37
62.8,61.7,27.374650211806,0.572,29
71.6,62,29.6028194150925,0.665168724279836,31
73.4,62,13.5281701628111,0.64675625,23
73.4,62.9,14.3239448782706,0.568211290322581,17
76.5,60.2,12.4140855611678,0.642510139437562,18.5
79.9,64.7,23.7140865206924,0.539081638418079,27
73.2,68.1,10.9816910733408,0.568211290322581,14
77.5,73.2,31.5126787321953,0.814828571428572,13
78.4,76.8,20.2126777726707,0.642510139437562,22
76.6,78.5,10.8225361302489,0.53,13
72.2,74.6,14.3239448782706,0.668357908163265,19
69.2,75.9,15.278874536822,0.642510139437562,16
65,74.3,17.6661986832004,0.814828571428572,20
64,75,10.9816910733408,0.642510139437562,17
61.6,73.9,11.6183108457084,0.568211290322581,14
62,70.3,17.6661986832004,0.825263020833333,5
60,73,10.1859163578813,0.642510139437562,13.5809369608991
61.8,78,11.1408460164327,0.524666666666667,13.5
62,79.2,14.9605646506382,0.819962424242424,19
60.9,80,51.8845114479579,0.5912,37
62.1,82,10.3450713009732,0.836,17
61.2,88.3,28.0112699841736,0.5638125,31
63.1,88.3,21.326762374314,0.534375,27
64.9,86.5,17.5070437401085,0.668357908163265,19
63.2,90,15.5971844230057,0.76,18
69.9,86,15.278874536822,0.742333333333333,21
70,86,27.6929600979898,0.642510139437562,28
60.5,100,14.8014097075463,0.716,20
75.9,85.7,22.759156862141,0.8,26
75.6,86.2,58.8873289440013,0.5912,40
73.7,87.9,25.6239458377952,0.88,28
79.7,91.3,18.6211283417518,0.88,20
77.3,92.6,33.1042281631142,0.642510139437562,31
74.2,92.3,44.5633840657307,0.697,36
70.7,92.3,14.8014097075463,0.661833333333333,20
79,99.7,12.7323954473516,0.633128571428571,14
63,99,13.8464800489949,0.534375,18
62.5,98,13.0507053335354,0.642510139437562,17
62.2,95.7,16.5521140815571,0.393621212121212,23
63,94.9,24.1915513499681,0.5912,28
64.2,94.9,11.7774657888003,0.819833333333333,15
84,0.35,24.9873260654276,0.6815,27
85.8,0.45,11.1408460164327,0.568211290322581,18
86,0.55,22.2816920328654,0.5912,25
86.7,3.75,14.8014097075463,0.395,16
90.8,4.55,92.9464867656669,0.576692307692308,39
93.6,3.15,12.095775674984,0.578086944444444,19
96,4.05,14.4830998213625,0.6815,10
96,4.05,31.8309886183791,0.64675625,32
96,3.85,11.4591559026165,0.635333333333333,10
98.8,4.65,11.1408460164327,0.642510139437562,22
95.7,7.45,11.3000009595246,0.802,18
95.7,7.85,16.8704239677409,0.819962424242424,18
93.7,8.05,19.2577481141193,0.6815,20
91.4,12.55,31.5126787321953,0.642510139437562,20
92.9,13.25,11.4591559026165,0.716,10
93,16.65,34.0591578216656,0.5912,30
99.4,17.45,11.6183108457084,0.750488913690476,17
88.6,17.75,14.9605646506382,0.802,17
85.5,16.95,15.9154943091895,0.393621212121212,19.5
85.3,16.85,10.3450713009732,0.393621212121212,12
86.1,16.65,32.1492985045629,0.687841171749599,21
86.2,12.85,13.0507053335354,0.8,15
87,10.35,31.5126787321953,0.578086944444444,26
88.6,9.65,49.6563422446713,0.76,16
81,22.5,12.2549306180759,0.88,15.5
81.5,26.8,12.095775674984,0.576692307692308,19
80.1,30,12.5732405042597,0.642510139437562,22
80.15,23.4,14.3239448782706,0.848593137254902,18
85.5,35.1,26.8971853825303,0.642510139437562,26
87.2,33.8,14.6422547644544,0.642510139437562,16
86.7,26.6,10.1859163578813,0.5912,13
87.5,25.1,13.0507053335354,0.404821666666667,7
88.9,22.1,18.6211283417518,0.642510139437562,22
91.8,22,37.5605665696873,0.642510139437562,27
93.2,20.2,15.7563393660976,0.642510139437562,19
94.1,20,36.7647918542278,0.76,29
96,22.7,11.4591559026165,0.642510139437562,16
93.3,26.9,31.6718336752872,0.5796,31
95.8,27.7,14.4830998213625,0.656777272727273,17
98.7,27.9,25.4647908947033,0.79817,25
99.8,28,39.7887357729738,0.88,31
99.8,31.3,10.9816910733408,0.88,19
95,30.1,45.8366236104659,0.642510139437562,33
94.4,31,20.2126777726707,0.5912,24
96.3,34.6,12.4140855611678,0.534375,19
93.2,35.3,10.1859163578813,0.5575,20
93,37.1,60.4788783749202,0.723833333333333,37
95.6,37.1,11.9366207318922,0.742333333333333,17
99,37.1,60.4788783749202,0.656777272727273,42
97.9,37.9,15.278874536822,0.642510139437562,18.3094513552349
94.8,39.4,16.2338041953733,0.5912,27
84,40.7,15.9154943091895,0.665168724279836,20
83,45.2,13.3690152197192,0.568211290322581,16
84.2,48.7,37.8788764558711,0.88,36
86.9,46.3,36.2873270249521,0.88,29
89,42.5,15.5971844230057,0.642510139437562,23
93.6,42.1,10.8225361302489,0.852083333333333,20
94.5,47.1,10.1859163578813,0.656777272727273,13
94.4,48.8,43.2901445209955,0.404821666666667,35
94.5,49.7,15.9154943091895,0.5575,22
98,49.4,27.6929600979898,0.591037654320988,30
99.7,54.1,15.278874536822,0.661833333333333,18
98,58.6,54.1126806512444,0.511571428571429,37
94.2,59.3,10.1859163578813,0.642510139437562,25
93,54.3,41.6985950900766,0.5912,35
91,56,10.5042262440651,0.713194444444445,10
90.3,58.2,10.3450713009732,0.64675625,15
83.5,57,16.5521140815571,0.742333333333333,18
81.9,58,15.4380294799138,0.570770833333333,17
82,51.6,10.8225361302489,0.642510139437562,10
81.9,62,10.1859163578813,0.656777272727273,9.5
82.6,65,19.0985931710274,0.8,25
90.2,63.4,15.9154943091895,0.742333333333333,21
88.5,64.8,10.3450713009732,0.819962424242424,18
88.4,72.7,41.3802852038928,0.547,30
93,68.8,17.6661986832004,0.656777272727273,12.5
93.3,70,14.0056349920868,0.86,9
95.2,64.7,30.398594130552,0.656777272727273,28
98,62,12.4140855611678,0.53,15
95.2,66.5,42.653524748628,0.470125,35
95.5,71.3,12.4140855611678,0.872933333333333,17
98,73,42.8126796917199,0.529666666666667,33
99.9,75,14.0056349920868,0.524666666666667,11
98.5,76.5,11.6183108457084,0.88,18
93.9,76.5,38.038031398963,0.485664743589744,32
93.2,79.2,10.663381187157,0.5796,15
89.2,78,60.4788783749202,0.656777272727273,40
84.6,79.6,33.422538049298,0.642510139437562,28
84,84.6,17.3478887970166,0.642510139437562,25
85.7,88.2,66.8450760985961,0.5912,41
98.1,81.9,13.687325105903,0.534375,20
98.4,82,12.095775674984,0.414333333333333,13
93,85.4,14.0056349920868,0.642510139437562,19
92.3,87.1,41.061975317709,0.88,30
90.8,91.5,41.3802852038928,0.642510139437562,37
85.7,92.3,20.0535228295788,0.88,27.5
92.2,95.7,17.0295789108328,0.57,17
94.3,98.2,13.2098602766273,0.524666666666667,18
96.7,99.4,10.8225361302489,0.697589743589744,9
98.1,94.2,71.3014145051691,0.656777272727273,45
84,95.2,11.9366207318922,0.642510139437562,15.5
80.2,95.6,10.3450713009732,0.653571428571429,13.5
82.7,98.5,12.4140855611678,0.6405,15
81.9,98.7,10.5042262440651,0.64675625,15
